Discussion_ID,Comment_ID,Author,Category,Markup_Body,Body,Created At,Last Edited At
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYb5w,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/83d844d9-a983-4da8-98b2-964b11462964)

Not initializing list",Not initializing list,2023-07-10T15:01:11Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYb7l,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/3b20d111-1af8-4407-be4c-dba4747e71b3)

Random formatting carelessness. Why are there extra space after `foreach {` and before `else`?",Random formatting carelessness. Why are there extra space after foreach { and before else?,2023-07-10T15:12:04Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYb9I,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/1a992016-b39d-4df4-b32e-837ccf581c80)

Not using C# 11 raw string literals to handle HTML https://learn.microsoft.com/en-us/dotnet/csharp/whats-new/csharp-11#raw-string-literals

With raw string literal there is no need to escape `""` with `""""`.","Not using C# 11 raw string literals to handle HTML https://learn.microsoft.com/en-us/dotnet/csharp/whats-new/csharp-11#raw-string-literals
With raw string literal there is no need to escape "" with """".",2023-07-10T15:22:35Z,2023-07-10T15:24:16Z
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYddN,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/aa59a6fa-c210-46f8-96e4-7484d39895f8)

There is no need to repeat type declaration.

You can use `var` or `new`;

```csharp
 var  items = new List<RssItem>();
```

or 

```csharp
  List<RssItem> items = new();
```","There is no need to repeat type declaration.
You can use var or new;
 var  items = new List<RssItem>();
or
  List<RssItem> items = new();",2023-07-11T06:02:16Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYgcR,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/0375abbf-d143-4b4b-a0d1-636c390df008)

Simplify the initialization to 

```csharp

    public List<string> FeedTitles { get; set; } = new();
```

You can read about the simplified `new` expression https://learn.microsoft.com/en-us/dotnet/csharp/whats-new/csharp-9#fit-and-finish-features","Simplify the initialization to
    public List<string> FeedTitles { get; set; } = new();
You can read about the simplified new expression https://learn.microsoft.com/en-us/dotnet/csharp/whats-new/csharp-9#fit-and-finish-features",2023-07-12T08:08:20Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYgff,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/b9569097-ebd5-4bdd-b715-66f3381ae592)

Initializing properties with wrong defaults.

Do not initialize `PageNumber` and `TotalPages` to 1. By default they should be zero when there is no data.","Initializing properties with wrong defaults.
Do not initialize PageNumber and TotalPages to 1. By default they should be zero when there is no data.",2023-07-12T08:26:22Z,2023-07-12T08:26:35Z
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYjJz,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/b42979c8-d6f3-4cf4-a3d0-cde007d88132)

Doing form manual data binding instead of doing it automatically 

https://www.learnrazorpages.com/razor-pages/model-binding","Doing form manual data binding instead of doing it automatically
https://www.learnrazorpages.com/razor-pages/model-binding",2023-07-13T08:07:10Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYjKN,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/6a04d749-2c83-4bbf-b3c9-604eea138005)

Try to show error message manually instead of using Tag Helper

https://www.learnrazorpages.com/razor-pages/tag-helpers/validation-summary-tag-helper","Try to show error message manually instead of using Tag Helper
https://www.learnrazorpages.com/razor-pages/tag-helpers/validation-summary-tag-helper",2023-07-13T08:09:05Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYjQA,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/18f77afc-0894-4a4a-9627-056e0b8c3c21)

Not using `foreach` when you can ",Not using foreach when you can,2023-07-13T08:43:40Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYjQf,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/fd15e5d5-3608-415f-b602-f997a3895535)

Do not dispose HttpClient that is created via factory or DI. ",Do not dispose HttpClient that is created via factory or DI.,2023-07-13T08:45:48Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYjQs,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/a4b22eed-9b69-4e9c-accb-ca65768ab008)

Committing commented code. Do not do it unless you have really good reason. ",Committing commented code. Do not do it unless you have really good reason.,2023-07-13T08:46:53Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYjTo,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/ba198f0b-f5a5-4f8f-b3d8-ddf57d40ee9f)

Not using `async` for IO operation",Not using async for IO operation,2023-07-13T09:03:05Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYjT2,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/bd2ff56e-1f9e-4e1d-a20b-9753b5524e13)

Not initializing properties at declaration directly ",Not initializing properties at declaration directly,2023-07-13T09:04:06Z,
D_kwDOJA-LVs4AUjZ-,DC_kwDOJA-LVs4AYjUy,dodyg,Announcements,"![image](https://github.com/silverkeytech/summer-2023/assets/1761249/b4a70aa4-ff20-4440-a3a2-9fdf3a502ea2)

return `Results.OK` or similar methods instead writing into `Response`,","return Results.OK or similar methods instead writing into Response,",2023-07-13T09:09:20Z,
D_kwDOJA-LVs4AUeZw,,dodyg,Announcements,"I will be available for project review discussions starting  on July 5, 6, 10, 11, 12. I have two slots available. 2 PM - 3 PM and 3 PM - 4 PM.

So post your desired appointment meeting time below. First come first serve. Share the Google meet link as well on your post. ","I will be available for project review discussions starting  on July 5, 6, 10, 11, 12. I have two slots available. 2 PM - 3 PM and 3 PM - 4 PM.
So post your desired appointment meeting time below. First come first serve. Share the Google meet link as well on your post.",2023-07-04T10:51:57Z,2023-07-04T11:06:14Z
D_kwDOJA-LVs4AUeZw,DC_kwDOJA-LVs4AYO48,Mahy02,Announcements,July 11  3 PM - 4 PM,July 11  3 PM - 4 PM,2023-07-04T11:04:44Z,
D_kwDOJA-LVs4AUeZw,DC_kwDOJA-LVs4AYO5A,salma-ahmed9,Announcements,"Project : HouseCare 
Team members : Nourhan Ahmed and Salma Ahmed
Meeting time :  July 11 2PM to 3 PM
Meeting link :  https://meet.google.com/hpb-cwbn-kwr
","Project : HouseCare
Team members : Nourhan Ahmed and Salma Ahmed
Meeting time :  July 11 2PM to 3 PM
Meeting link :  https://meet.google.com/hpb-cwbn-kwr",2023-07-04T11:05:03Z,2023-07-04T12:48:30Z
D_kwDOJA-LVs4AUeZw,DC_kwDOJA-LVs4AYO6y,MillaniaSameh,Announcements,"July 5 2 PM - 3 PM
Meeting link: https://meet.google.com/qez-hzjo-qaq","July 5 2 PM - 3 PM
Meeting link: https://meet.google.com/qez-hzjo-qaq",2023-07-04T11:19:17Z,2023-07-04T14:40:48Z
D_kwDOJA-LVs4AUeZw,DC_kwDOJA-LVs4AYPB4,YoussefDarwishh,Announcements,"Project: Reserve
Names: Youssef Hassan & Yehia Tarek
Date: July 6 2 PM - 3 PM
Link: https://meet.google.com/qeu-dhaw-knm","Project: Reserve
Names: Youssef Hassan & Yehia Tarek
Date: July 6 2 PM - 3 PM
Link: https://meet.google.com/qeu-dhaw-knm",2023-07-04T12:11:32Z,2023-07-04T12:12:02Z
D_kwDOJA-LVs4AUeZw,DC_kwDOJA-LVs4AYPEO,alaaelsanteel,Announcements,"Project: Shelter.
Names: Alaa Elsanteel and Merhan Hesham
Date: July 12 2 PM - 3 PM
Link: https://meet.google.com/fvv-tfvd-svh","Project: Shelter.
Names: Alaa Elsanteel and Merhan Hesham
Date: July 12 2 PM - 3 PM
Link: https://meet.google.com/fvv-tfvd-svh",2023-07-04T12:26:49Z,2023-07-11T23:00:46Z
D_kwDOJA-LVs4AUeZw,DC_kwDOJA-LVs4AYPlW,Omnya-Ellethy,Announcements,"Project: jeoplant
Names: Omnya Ellethy & Curtis 
Antisdel
Date: July 12
Slot: 3-4 PM
Link: https://meet.google.com/zbz-kjwe-wey","Project: jeoplant
Names: Omnya Ellethy & Curtis
Antisdel
Date: July 12
Slot: 3-4 PM
Link: https://meet.google.com/zbz-kjwe-wey",2023-07-04T16:25:33Z,2023-07-04T16:26:57Z
D_kwDOJA-LVs4AUeZw,DC_kwDOJA-LVs4AYQFH,Marwan-9,Announcements,"Project: Siwawi
Members: Mariem Essam, Marwan Mostafa and Rofayda Bassem
Date: Monday, 10 July
Slot: 2-3 PM (GMT +3)
Meeting Link: https://meet.google.com/rme-gugf-njd","Project: Siwawi
Members: Mariem Essam, Marwan Mostafa and Rofayda Bassem
Date: Monday, 10 July
Slot: 2-3 PM (GMT +3)
Meeting Link: https://meet.google.com/rme-gugf-njd",2023-07-04T23:48:53Z,2023-07-10T10:33:10Z
D_kwDOJA-LVs4AUeZw,DC_kwDOJA-LVs4AYR_l,yasmin-hashem24,Announcements,"Project : PDF Menu 
Members : Yasmin Hashem and Yumna Hamdy
Date : Monday , 10th of July 
Slot : 3PM to 4PM
Meeting link : https://meet.google.com/uik-xpir-htz","Project : PDF Menu
Members : Yasmin Hashem and Yumna Hamdy
Date : Monday , 10th of July
Slot : 3PM to 4PM
Meeting link : https://meet.google.com/uik-xpir-htz",2023-07-05T16:42:25Z,2023-07-10T10:33:22Z
D_kwDOJA-LVs4AUZtU,,dodyg,Assignments,"- Read and render http://scripting.com/rss.xml
- Parse the XML manually. Do not use any RSS library.
- Show it in a single Razor Page file.

Logic
- Use `HttpClient` to fetch the XML file
- Parse the XML 
- Put the values in some kind of collection of objects.
- Show the content of the collections in an HTML page (Razor Page)

Deadline is July 5th 2023.","Read and render http://scripting.com/rss.xml
Parse the XML manually. Do not use any RSS library.
Show it in a single Razor Page file.

Logic

Use HttpClient to fetch the XML file
Parse the XML
Put the values in some kind of collection of objects.
Show the content of the collections in an HTML page (Razor Page)

Deadline is July 5th 2023.",2023-06-28T12:55:28Z,2023-06-28T12:58:12Z
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYMpY,YoussefDarwishh,Assignments,@dodyg is it okay to put most of the logic (fetching and parsing) inside the .cshtml.cs or is there a better way to implement it?,@dodyg is it okay to put most of the logic (fetching and parsing) inside the .cshtml.cs or is there a better way to implement it?,2023-07-03T11:23:12Z,
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYMqc,MillaniaSameh,Assignments,"[repo link](https://github.com/MillaniaSameh/SliverKey-Technologies-Internship/tree/main/Assignment%203%20-%20Read%20and%20render%20RSS%20feed)

### Screenshot 
![ass3](https://github.com/silverkeytech/summer-2023/assets/76593662/3cc0e652-d9cd-46f9-919f-12b179ca1ca5)
","repo link
Screenshot",2023-07-03T11:30:54Z,
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYM2b,yehiatarek63,Assignments,"[Repo Link](https://github.com/yehiatarek63/XMLParser)
![image](https://github.com/silverkeytech/summer-2023/assets/94568731/29114213-888b-4e82-abe7-b40ce755fd55)
",Repo Link,2023-07-03T13:08:04Z,
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYM4K,SandraHany,Assignments,"[Repo](https://github.com/SandraHany/Razor-Read-Render-Rss-Feed.git)

### Used Carousel to render Rss

![Rss1](https://github.com/silverkeytech/summer-2023/assets/67375539/b4a01dbc-033d-4f14-a3bd-1b7d70d584a5)
\
![Rss3](https://github.com/silverkeytech/summer-2023/assets/67375539/b3977dfa-8c9b-4ec5-b2c8-3adc4d058d34)

![Rss2](https://github.com/silverkeytech/summer-2023/assets/67375539/e8be76d0-5a95-4d2c-9957-5d37aee5d1c9)
","Repo
Used Carousel to render Rss",2023-07-03T13:19:33Z,2023-07-03T14:20:41Z
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYM8I,YoussefDarwishh,Assignments,"[My Repo](https://github.com/YoussefDarwishh/RenderRSS/tree/master)

![image](https://github.com/silverkeytech/summer-2023/assets/110547843/d700f1a7-d4b0-4555-bbd7-30e744fcf446)
",My Repo,2023-07-03T13:52:45Z,
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYN18,yasmin-hashem24,Assignments,"- Repo Link : https://github.com/yasmin-hashem24/silverKey/tree/main/readAndRender
- screenshots from the app 
![Screenshot (981)](https://github.com/silverkeytech/summer-2023/assets/84807559/76a8f732-fef3-4d2c-a5f2-6f1a8e5884ff)

-  i am still having trouble with making my designs like the link in the file or what i have in head usually since i am not an experienced front end kid but i am learning new tricks everyday i assume let me know if i must make it exactly like the link and i will fix it , also items not being identical as some have a pic some don't some title some don't made me out of options for identical cells
- the whole thing was done in the index page and it's .cs , tried redirecting to another page but the list of objects refused to be passed even tho i passed single items in razor pages in assignment to and it worked fine , i will figure it out as well 
- please let me know if smth is wrong , thank youu","Repo Link : https://github.com/yasmin-hashem24/silverKey/tree/main/readAndRender


screenshots from the app



i am still having trouble with making my designs like the link in the file or what i have in head usually since i am not an experienced front end kid but i am learning new tricks everyday i assume let me know if i must make it exactly like the link and i will fix it , also items not being identical as some have a pic some don't some title some don't made me out of options for identical cells


the whole thing was done in the index page and it's .cs , tried redirecting to another page but the list of objects refused to be passed even tho i passed single items in razor pages in assignment to and it worked fine , i will figure it out as well


please let me know if smth is wrong , thank youu",2023-07-04T00:00:07Z,2023-07-04T21:25:51Z
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYN4Y,CurtisLee-14,Assignments,"[repo](https://github.com/CurtisLee-14/XMLParser)

<img width=""1120"" alt=""xmlparserSS"" src=""https://github.com/silverkeytech/summer-2023/assets/134238529/2df581cc-1bb4-4c3b-a802-d8f5a3c9b246"">
",repo,2023-07-04T00:48:23Z,
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYPb-,salma-ahmed9,Assignments,"Here is the link to my : [Repo](https://github.com/salma-ahmed9/XML-Parser.git)
### **Screenshot**
![sora](https://github.com/silverkeytech/summer-2023/assets/93517375/641b4061-529f-4ce3-8bd5-b41400b41b0a)
","Here is the link to my : Repo
Screenshot",2023-07-04T15:01:26Z,
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYP59,alaaelsanteel,Assignments,"[Repo Link](https://github.com/alaaelsanteel/XML-Parser/tree/main/ReadRenderRSSFeed/ReadRenderRSSFeed)
![image](https://github.com/silverkeytech/summer-2023/assets/78312680/53529cc0-cbf5-4eb4-b488-7bc54f1ed453)
",Repo Link,2023-07-04T20:37:33Z,
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYP6N,nourhanhelmy1,Assignments,"[Repo Link](https://github.com/nourhanhelmy1/XML-Parser-Assignment3.git)

### **Screenshots**

<img width=""960"" alt=""Screenshot 2023-07-04 224800"" src=""https://github.com/silverkeytech/summer-2023/assets/117583711/4646864f-8ffc-464b-bfc7-b58de5772831"">

<img width=""960"" alt=""Screenshot 2023-07-04 224820"" src=""https://github.com/silverkeytech/summer-2023/assets/117583711/055b0ff5-7881-45c9-a3cf-8a0f291cc591"">
","Repo Link
Screenshots",2023-07-04T20:40:48Z,
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYRTH,tahermatar,Assignments,"[repo link](https://github.com/tahermatar/SliverKey-Technologies-Internship.git)
![لقطة الشاشة 2023-07-05 152534](https://github.com/silverkeytech/summer-2023/assets/93667774/828888a3-f70d-43e5-82da-bd3bb6c9ff62)
![لقطة الشاشة 2023-07-05 152554](https://github.com/silverkeytech/summer-2023/assets/93667774/a0ee9e12-f704-415a-b6e2-37390f7de671)
)","repo link


)",2023-07-05T12:26:14Z,2023-07-05T12:27:09Z
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYRf0,Rofaydaaa,Assignments,"[My repo](https://github.com/Rofaydaaa/XML-Parser-and-Render/tree/master)

![image](https://github.com/silverkeytech/summer-2023/assets/125312170/8647fadb-8c1a-4524-a226-a1e72a953c21)

![image](https://github.com/silverkeytech/summer-2023/assets/125312170/c6510cac-1053-40ff-a6ad-7969190fb11d)
",My repo,2023-07-05T13:42:39Z,
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYS8h,merhanhesham,Assignments,"[Repo](https://github.com/merhanhesham/RssFeedRender)

![feed](https://github.com/silverkeytech/summer-2023/assets/93659179/b551640b-2249-4dd8-a9f3-866834a6288d)
",Repo,2023-07-06T02:18:06Z,
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYUZV,Omnya-Ellethy,Assignments,"[**Repo link**](https://github.com/Omnya-Ellethy/ReadRss/tree/main)
![image](https://github.com/silverkeytech/summer-2023/assets/62246178/aecad5b9-7705-4783-bd4e-60205081c8cd)
![image](https://github.com/silverkeytech/summer-2023/assets/62246178/92d949e4-14a6-4305-bb33-fa6742160884)

",Repo link,2023-07-06T14:33:04Z,
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYVGl,MariamEssam553,Assignments," [My Repo ](https://github.com/MariamEssam553/render-RSS-feed.git)

## Screenshots

![Screenshot 2023-07-06 230602](https://github.com/silverkeytech/summer-2023/assets/83476787/de6437dd-54e6-4909-9b35-3696392d0042)

![Screenshot 2023-07-06 230649](https://github.com/silverkeytech/summer-2023/assets/83476787/04183ebb-163f-4210-a77a-2b2a983d875c)

","My Repo 
Screenshots",2023-07-06T20:09:03Z,
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYXT-,Marwan-9,Assignments,"# Assignment 3 
### Overview

[GitHub Repo Link](https://github.com/Marwan-9/XML-parser)
### 1.1 Cross Device Compatibility

<p align=center>
<img src= ""https://github.com/silverkeytech/summer-2023/assets/76080440/e379e921-d710-44d6-8a39-7ecbd83e357d"" width=""650""/>
</p>

### 1.2 HTTP Request
* Code Snippits:
1.
<p align=center>
<img src= ""https://github.com/silverkeytech/summer-2023/assets/76080440/6bbf165a-0d7f-4d18-b9d5-02aa6d8f1378"" width=""650""/>
</p>

2.
<p align=center>
<img src= ""https://github.com/silverkeytech/summer-2023/assets/76080440/e824835a-67e4-40a2-9392-67436b5c90cf"" width=""650""/>
</p>

### 1.3 XML Parsing
<p align=center>
<img src= ""https://github.com/silverkeytech/summer-2023/assets/76080440/92bc41cb-3929-4f23-ae17-4a081922715b"" width=""650""/>
</p>

### 2. Technical
### 2.1 Development Environment
OS: Windows 11 
Editor: VS Commuinty 22


### 2.2 Technologies Used
C#, .NET Core

### 2.3 Naming Convention
I tried to follow the naming convention, if you see any violation, kindly give me a comment.

### 3. Comments
Your comments are appreciated, please share your opinions.","Assignment 3
Overview
GitHub Repo Link
1.1 Cross Device Compatibility



1.2 HTTP Request

Code Snippits:













1.3 XML Parsing



2. Technical
2.1 Development Environment
OS: Windows 11
Editor: VS Commuinty 22
2.2 Technologies Used
C#, .NET Core
2.3 Naming Convention
I tried to follow the naming convention, if you see any violation, kindly give me a comment.
3. Comments
Your comments are appreciated, please share your opinions.",2023-07-07T17:30:35Z,
D_kwDOJA-LVs4AUZtU,DC_kwDOJA-LVs4AYdO4,Yumna-Hamdy,Assignments,"![Screenshot 2023-07-11 050500](https://github.com/silverkeytech/summer-2023/assets/55718120/08d32d13-4831-4928-b00d-23e0d17b7fd0)
[myRepo](https://github.com/Yumna-Hamdy/Task_3)",myRepo,2023-07-11T02:42:12Z,
D_kwDOJA-LVs4AUfAT,,dodyg,Assignments,"- Start from your Assignment 3 codebase.
- Read this file https://blue.feedland.org/opml?screenname=dave.
- Read all the related RSS contained within it.
- Show it properly - there are many ways you can show multiple feeds, either per feed or via ""river of news"". Don't forget to use paging. 

Deadline July 8 2023.","Start from your Assignment 3 codebase.
Read this file https://blue.feedland.org/opml?screenname=dave.
Read all the related RSS contained within it.
Show it properly - there are many ways you can show multiple feeds, either per feed or via ""river of news"". Don't forget to use paging.

Deadline July 8 2023.",2023-07-05T06:59:27Z,2023-07-05T07:10:08Z
D_kwDOJA-LVs4AUfAT,DC_kwDOJA-LVs4AYUZF,MillaniaSameh,Assignments,"[repo](https://github.com/MillaniaSameh/SliverKey-Technologies-Internship/tree/main/Assignment%204%20-%20Read%20multiple%20feeds%20from%20a%20remote%20OPML%20file/DealingWithOPML)

### Screenshot
![ass4](https://github.com/silverkeytech/summer-2023/assets/76593662/e1eb4d09-3eac-4fb4-be20-35143ef8c74c)
","repo
Screenshot",2023-07-06T14:30:59Z,
D_kwDOJA-LVs4AUfAT,DC_kwDOJA-LVs4AYVdN,salma-ahmed9,Assignments,"Here is the link to my [Repo](https://github.com/salma-ahmed9/OPML-Render.git)
I displayed feeds via per feed approach using pagination so each page displays 5 feeds and by clicking on any feed it displays its content
![sora](https://github.com/silverkeytech/summer-2023/assets/93517375/eea8c681-1694-419a-af3e-0912ef589cc0)
![sora](https://github.com/silverkeytech/summer-2023/assets/93517375/2248678a-6b1a-430d-91cd-764b0e2e25f4)
","Here is the link to my Repo
I displayed feeds via per feed approach using pagination so each page displays 5 feeds and by clicking on any feed it displays its content",2023-07-07T01:12:27Z,
D_kwDOJA-LVs4AUfAT,DC_kwDOJA-LVs4AYXs2,tahermatar,Assignments,"[repo](https://github.com/tahermatar/SliverKey-Technologies-Internship/tree/development/DealingWithOPML)
### Screenshot
![4](https://github.com/silverkeytech/summer-2023/assets/93667774/7567e102-c5d4-458e-ad97-d229f6bf81c8)
![4-2](https://github.com/silverkeytech/summer-2023/assets/93667774/a74a21cc-7033-4452-8afd-379ad8e54b4d)


","repo
Screenshot",2023-07-07T22:03:17Z,2023-07-07T22:11:40Z
D_kwDOJA-LVs4AUfAT,DC_kwDOJA-LVs4AYX19,Marwan-9,Assignments,"# Assignment 4
### 1. Overview

[GitHub Repo Link](https://github.com/Marwan-9/OPML-reader)
### 1.1 Cross Device Compatibility

<p align=center>
<img src= ""https://github.com/silverkeytech/summer-2023/assets/76080440/f942cd56-4d10-4612-baeb-55b7ac73bff9"" width=""650""/>
</p>

### 1.2 Pagination
<p align=center>
<img src= ""https://github.com/silverkeytech/summer-2023/assets/76080440/368fbb86-993e-4b7c-850e-88396664630d"" width=""650""/>
</p>

### 1.3 Navigate to XML Parser
<p align=center>
<img src= ""https://github.com/silverkeytech/summer-2023/assets/76080440/2a3eb400-9f58-485f-b5fa-51f2add433f2"" width=""650""/>
</p>

### 2. Code Snippets
### 2.1 File: ""Index.cshtml.cs""
<p align=center>
<img src= ""https://github.com/silverkeytech/summer-2023/assets/76080440/921e4a84-0576-4c04-ad8f-298cf32d6eeb"" width=""650""/>
</p>

### 2.2 File: ""Index.cshtml.cs""
<p align=center>
<img src= ""https://github.com/silverkeytech/summer-2023/assets/76080440/ea8ee282-944f-43ef-88c5-543fd53e49e0"" width=""650""/>
</p>

### 2.3 File: ""Feed.cshtml.cs""
<p align=center>
<img src= ""https://github.com/silverkeytech/summer-2023/assets/76080440/a18a6a1f-745c-49fb-9e6d-50817fcc454d"" width=""650""/>
</p>

### 3 Technical
### 3.1 Development Environment
OS: Windows 11 
Editor: VS Commuinty 22

### 3.2 Technologies Used
C#, .NET Core

### 3.3 Naming Convention
I tried to follow the naming convention, if you see any violation, kindly give me a comment.

### 4. Comments
Your comments are appreciated, please share your opinions.","Assignment 4
1. Overview
GitHub Repo Link
1.1 Cross Device Compatibility



1.2 Pagination



1.3 Navigate to XML Parser



2. Code Snippets
2.1 File: ""Index.cshtml.cs""



2.2 File: ""Index.cshtml.cs""



2.3 File: ""Feed.cshtml.cs""



3 Technical
3.1 Development Environment
OS: Windows 11
Editor: VS Commuinty 22
3.2 Technologies Used
C#, .NET Core
3.3 Naming Convention
I tried to follow the naming convention, if you see any violation, kindly give me a comment.
4. Comments
Your comments are appreciated, please share your opinions.",2023-07-08T02:03:57Z,
D_kwDOJA-LVs4AUfAT,DC_kwDOJA-LVs4AYYXq,nourhanhelmy1,Assignments,"[Repo Link](https://github.com/nourhanhelmy1/RSS-Rendering-Assignment4.git)

### Screenshots

<img width=""960"" alt=""Screenshot 2023-07-08 152341"" src=""https://github.com/silverkeytech/summer-2023/assets/117583711/20dd3fdb-c0e3-45f6-ae46-72d6f955464b"">
<img width=""960"" alt=""Screenshot 2023-07-08 152530"" src=""https://github.com/silverkeytech/summer-2023/assets/117583711/c0b5d024-9aca-425f-81d2-488e7171b4da"">
","Repo Link
Screenshots",2023-07-08T12:48:19Z,
D_kwDOJA-LVs4AUfAT,DC_kwDOJA-LVs4AYYpT,yehiatarek63,Assignments,"[Repo Link](https://github.com/yehiatarek63/XMLPagination)
### Screenshots:
![image](https://github.com/silverkeytech/summer-2023/assets/94568731/2c00a501-d51c-467f-9de5-3e5c40ca7c4b)
![image](https://github.com/silverkeytech/summer-2023/assets/94568731/30c054ae-a1a2-4d60-be97-55c387e3d202)

","Repo Link
Screenshots:",2023-07-08T16:51:40Z,
D_kwDOJA-LVs4AUfAT,DC_kwDOJA-LVs4AYYsV,Rofaydaaa,Assignments,"### Assignment 4

[Repo Link](https://github.com/Rofaydaaa/OPML-Read-Render)

![image](https://github.com/silverkeytech/summer-2023/assets/125312170/2449abe5-66dd-4691-ba5d-9112b5c7a690)
![image](https://github.com/silverkeytech/summer-2023/assets/125312170/6e491536-257c-4c3f-b6c7-c3accfe69c36)
![image](https://github.com/silverkeytech/summer-2023/assets/125312170/66687b3f-7e38-435e-aa9f-ed01cdb8af5e)

","Assignment 4
Repo Link",2023-07-08T17:47:05Z,
D_kwDOJA-LVs4AUfAT,DC_kwDOJA-LVs4AYYu0,CurtisLee-14,Assignments,"### Assignment 4

[Repo](https://github.com/CurtisLee-14/RSSRender)

<img width=""1120"" alt=""Assignment 4"" src=""https://github.com/silverkeytech/summer-2023/assets/134238529/70570317-69cb-44c4-a2e0-56f68924a805"">
","Assignment 4
Repo",2023-07-08T18:27:55Z,
D_kwDOJA-LVs4AUfAT,DC_kwDOJA-LVs4AYYyi,SandraHany,Assignments,"### Assignment 4
[Repo Link](https://github.com/SandraHany/Opml-Read-Feeds)
![OPML](https://github.com/silverkeytech/summer-2023/assets/67375539/20771d37-ac1b-4e09-a9ff-2f4160ccda99)
","Assignment 4
Repo Link",2023-07-08T19:28:18Z,
D_kwDOJA-LVs4AUfAT,DC_kwDOJA-LVs4AYZxG,alaaelsanteel,Assignments,"[Repo](https://github.com/alaaelsanteel/DealingWithOPML/tree/main/DealingWithOPML).
> ![image](https://github.com/silverkeytech/summer-2023/assets/78312680/ddfee39f-f471-4ee1-865f-15a978428688)

",Repo.,2023-07-09T16:12:29Z,
D_kwDOJA-LVs4AUfAT,DC_kwDOJA-LVs4AYZzh,YoussefDarwishh,Assignments,"[repo](https://github.com/YoussefDarwishh/RenderOPML)

![image](https://github.com/silverkeytech/summer-2023/assets/110547843/79a02cb3-d27a-4133-9488-b02a1985a0ef)

![image](https://github.com/silverkeytech/summer-2023/assets/110547843/b3a70da7-3568-4c33-b149-2f44c9e2c6fa)",repo,2023-07-09T16:51:09Z,
